age,name,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,1245,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,unknown,no
45,1246,admin.,single,secondary,no,0,yes,no,cellular,8,may,38,1,-1,0,unknown,no
47,1247,management,married,tertiary,no,109,yes,no,cellular,22,jul,268,1,-1,0,unknown,no
52,1248,management,married,tertiary,no,-11,yes,no,cellular,11,may,94,4,-1,0,unknown,no
33,1249,services,married,secondary,no,90,yes,no,cellular,28,jul,263,2,-1,0,unknown,no
60,1250,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes
33,1251,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197,1,-1,0,unknown,no
44,1252,admin.,married,secondary,no,2403,yes,no,cellular,28,jan,180,2,-1,0,unknown,no
38,1253,entrepreneur,married,secondary,no,868,no,no,cellular,20,nov,452,2,-1,0,unknown,no
54,1254,entrepreneur,married,secondary,no,653,yes,no,unknown,15,may,352,1,-1,0,unknown,no
32,1255,unemployed,divorced,primary,no,0,no,no,cellular,15,jul,175,4,-1,0,unknown,no
33,1256,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163,2,-1,0,unknown,no
55,1257,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown,no
51,1258,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75,7,-1,0,unknown,no
48,1259,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227,1,-1,0,unknown,no
37,1260,services,single,secondary,no,1050,yes,no,cellular,3,feb,586,3,-1,0,unknown,no
33,1261,services,single,secondary,no,-56,no,yes,cellular,10,jul,119,5,-1,0,unknown,no
30,1262,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,80,2,-1,0,unknown,no
43,1263,blue-collar,married,primary,no,-98,yes,yes,cellular,12,may,112,2,330,3,other,no
49,1264,technician,married,secondary,no,4667,yes,no,unknown,19,may,130,2,-1,0,unknown,no
54,1265,unemployed,married,primary,no,541,yes,no,cellular,3,feb,237,3,-1,0,unknown,no
31,1266,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,377,8,-1,0,unknown,no
54,1267,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown,yes
36,1268,unemployed,married,secondary,no,-129,yes,no,cellular,29,jul,121,3,-1,0,unknown,no
30,1269,admin.,married,secondary,no,0,no,no,cellular,15,jul,127,5,-1,0,unknown,no
27,1270,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,yes
30,1271,admin.,married,secondary,no,122,yes,no,unknown,16,may,107,1,-1,0,unknown,no
30,1272,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,no
35,1273,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
33,1274,services,divorced,secondary,no,411,yes,no,unknown,8,may,216,1,-1,0,unknown,no
43,1275,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,747,4,-1,0,unknown,no
41,1276,blue-collar,married,secondary,no,-217,yes,no,cellular,11,may,313,1,349,3,other,no
41,1277,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
46,1278,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown,yes
54,1279,blue-collar,married,secondary,no,-932,yes,no,unknown,7,may,799,1,-1,0,unknown,no
32,1280,management,married,tertiary,no,913,yes,no,cellular,23,jun,883,1,674,4,failure,no
30,1281,technician,single,tertiary,no,236,yes,no,unknown,16,may,197,1,-1,0,unknown,no
40,1282,entrepreneur,married,primary,no,0,yes,no,cellular,11,jul,271,2,-1,0,unknown,no
30,1283,blue-collar,married,primary,no,2581,no,no,unknown,12,may,221,2,-1,0,unknown,no
27,1284,admin.,married,secondary,no,639,no,yes,cellular,14,jul,243,3,-1,0,unknown,no
41,1285,blue-collar,married,primary,no,849,yes,no,unknown,15,may,72,1,-1,0,unknown,no
54,1286,services,married,secondary,no,386,yes,no,cellular,2,aug,155,2,-1,0,unknown,no
32,1287,management,single,tertiary,no,1218,yes,no,telephone,28,jan,70,2,-1,0,unknown,no
31,1288,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown,yes
42,1289,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown,no
48,1290,admin.,married,primary,no,607,no,no,unknown,20,jun,29,2,-1,0,unknown,no
34,1291,blue-collar,married,primary,no,79,yes,no,cellular,14,may,406,2,-1,0,unknown,no
55,1292,technician,divorced,secondary,no,61,yes,yes,cellular,25,aug,113,3,-1,0,unknown,no
49,1293,technician,married,secondary,no,1091,no,no,telephone,30,jul,47,2,-1,0,unknown,no
46,1294,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36,2,-1,0,unknown,no
47,1295,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
24,1296,management,single,tertiary,no,172,no,no,cellular,3,jul,67,2,-1,0,unknown,no
58,1297,entrepreneur,married,secondary,no,2,no,no,unknown,16,jun,684,1,-1,0,unknown,no
32,1298,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
25,1299,student,single,secondary,no,1116,yes,no,cellular,2,mar,170,3,-1,0,unknown,no
49,1300,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,150,3,-1,0,unknown,no
59,1301,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,-1,0,unknown,yes
30,1302,management,single,tertiary,no,329,yes,no,unknown,6,jun,122,16,-1,0,unknown,no
46,1303,blue-collar,married,secondary,no,494,yes,no,unknown,26,may,724,1,-1,0,unknown,no
42,1304,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes
37,1305,entrepreneur,married,tertiary,no,2685,no,no,unknown,20,jun,187,2,-1,0,unknown,no
44,1306,blue-collar,married,primary,no,-14,yes,yes,unknown,19,may,179,4,-1,0,unknown,no
49,1307,services,married,secondary,no,5673,no,yes,cellular,4,aug,357,3,-1,0,unknown,no
41,1308,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82,1,-1,0,unknown,no
48,1309,technician,married,tertiary,no,0,no,no,telephone,26,aug,176,15,-1,0,unknown,no
31,1310,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,failure,no
37,1311,student,married,unknown,no,0,no,no,unknown,18,jun,115,1,-1,0,unknown,no
51,1312,services,married,secondary,no,867,yes,no,cellular,3,feb,177,2,211,3,failure,no
80,1313,retired,married,secondary,no,8304,no,no,telephone,9,jun,712,1,64,12,failure,yes
32,1314,management,single,tertiary,no,151,yes,no,unknown,6,may,118,1,-1,0,unknown,no
48,1315,services,married,primary,yes,-583,yes,no,unknown,2,jun,25,7,-1,0,unknown,no
49,1316,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown,no
30,1317,management,married,tertiary,no,3134,yes,no,cellular,17,jul,124,1,-1,0,unknown,no
27,1318,self-employed,single,secondary,no,49,yes,no,cellular,30,jan,208,2,-1,0,unknown,no
34,1319,technician,married,secondary,no,-346,no,no,cellular,13,aug,136,4,-1,0,unknown,no
49,1320,management,married,secondary,no,1623,yes,no,cellular,19,nov,1081,2,-1,0,unknown,yes
48,1321,management,married,tertiary,no,60,no,no,telephone,7,may,376,2,339,7,failure,no
40,1322,services,married,secondary,no,17,no,no,cellular,4,jun,78,1,-1,0,unknown,no
38,1323,blue-collar,married,secondary,no,2008,yes,no,cellular,18,nov,354,1,-1,0,unknown,no
46,1324,blue-collar,married,primary,no,91,yes,no,cellular,6,may,29,1,356,2,failure,no
41,1325,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209,1,191,4,failure,no
28,1326,management,single,tertiary,no,1027,yes,no,cellular,14,may,433,1,-1,0,unknown,no
51,1327,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no
33,1328,blue-collar,divorced,primary,no,142,yes,no,telephone,11,may,41,2,300,5,failure,no
26,1329,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1,0,unknown,no
34,1330,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown,no
27,1331,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,411,2,-1,0,unknown,no
42,1332,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108,2,-1,0,unknown,no
45,1333,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown,yes
31,1334,technician,single,secondary,no,628,yes,no,unknown,12,may,1083,2,-1,0,unknown,no
32,1335,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,-1,0,unknown,yes
39,1336,blue-collar,married,primary,no,1564,no,no,unknown,17,jun,57,1,-1,0,unknown,no
26,1337,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,95,5,-1,0,unknown,no
40,1338,management,single,tertiary,no,1509,no,no,cellular,15,mar,144,2,124,1,failure,no
52,1339,services,married,secondary,no,-888,no,no,cellular,16,jul,135,1,-1,0,unknown,no
40,1340,technician,single,tertiary,no,226,no,no,cellular,15,jan,176,2,-1,0,unknown,no
48,1341,technician,married,secondary,no,127,no,yes,cellular,7,aug,524,5,-1,0,unknown,no
31,1342,services,married,secondary,no,413,yes,no,unknown,13,may,65,1,-1,0,unknown,no
27,1343,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes
47,1344,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,yes
28,1345,management,single,secondary,no,171,no,no,cellular,10,mar,93,1,-1,0,unknown,yes
40,1346,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503,2,280,2,failure,no
34,1347,admin.,married,secondary,no,1499,yes,no,cellular,13,apr,186,1,327,2,failure,no
29,1348,self-employed,married,tertiary,no,751,yes,no,unknown,23,may,121,2,-1,0,unknown,no
36,1349,management,married,tertiary,no,61,no,yes,cellular,19,aug,452,2,-1,0,unknown,no
83,1350,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,yes
55,1351,services,divorced,primary,no,2923,yes,no,unknown,15,may,104,2,-1,0,unknown,no
43,1352,management,divorced,tertiary,no,99,no,no,cellular,29,jan,24,3,-1,0,unknown,no
23,1353,student,single,secondary,no,1021,no,no,telephone,19,jun,79,9,-1,0,unknown,no
44,1354,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,unknown,no
58,1355,blue-collar,married,primary,no,781,yes,no,cellular,15,may,74,2,-1,0,unknown,no
29,1356,admin.,single,secondary,no,1448,no,no,cellular,10,mar,217,1,184,7,other,no
30,1357,management,single,tertiary,no,604,no,yes,cellular,2,feb,475,1,-1,0,unknown,no
29,1358,admin.,single,secondary,no,-194,yes,no,cellular,7,may,127,1,-1,0,unknown,no
41,1359,technician,married,secondary,no,0,no,no,cellular,11,mar,101,1,-1,0,unknown,no
35,1360,housemaid,married,primary,no,0,yes,no,cellular,14,jul,340,3,-1,0,unknown,no
31,1361,technician,single,secondary,no,1014,yes,no,cellular,23,jul,158,4,-1,0,unknown,no
27,1362,admin.,single,tertiary,no,73,no,no,cellular,29,jan,242,1,-1,0,unknown,no
47,1363,services,married,secondary,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,no
53,1364,self-employed,married,tertiary,no,2627,yes,yes,unknown,16,jun,18,30,-1,0,unknown,no
34,1365,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
34,1366,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,134,4,-1,0,unknown,no
36,1367,management,married,tertiary,no,-296,yes,no,cellular,14,may,113,3,-1,0,unknown,no
40,1368,technician,married,secondary,no,169,yes,no,cellular,18,aug,43,4,-1,0,unknown,no
37,1369,self-employed,single,tertiary,no,556,no,no,unknown,17,jun,200,2,-1,0,unknown,no
65,1370,retired,divorced,unknown,no,300,no,no,cellular,2,aug,245,2,-1,0,unknown,no
53,1371,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown,no
28,1372,technician,single,secondary,no,126,no,no,cellular,3,mar,229,1,-1,0,unknown,no
33,1373,technician,divorced,tertiary,no,-386,yes,no,unknown,23,may,530,1,-1,0,unknown,no
56,1374,blue-collar,married,primary,no,379,no,no,cellular,13,aug,58,5,-1,0,unknown,no
45,1375,self-employed,married,secondary,no,706,no,no,cellular,30,apr,78,2,176,1,success,no
39,1376,technician,married,secondary,no,9121,no,no,unknown,5,jun,147,1,-1,0,unknown,no
28,1377,management,single,tertiary,no,1466,yes,no,cellular,25,jul,40,1,-1,0,unknown,no
36,1378,blue-collar,married,primary,no,0,yes,no,cellular,18,nov,618,2,-1,0,unknown,no
41,1379,blue-collar,married,primary,no,951,yes,no,cellular,20,apr,23,4,-1,0,unknown,no
46,1380,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,1,90,4,other,yes
41,1381,blue-collar,married,secondary,no,121,yes,no,cellular,13,may,16,6,176,5,other,no
59,1382,services,married,secondary,no,204,no,no,cellular,23,jul,286,2,-1,0,unknown,no
24,1383,admin.,married,secondary,no,299,yes,no,cellular,6,may,209,1,321,1,failure,no
34,1384,management,married,tertiary,no,4170,yes,no,unknown,21,may,935,1,-1,0,unknown,no
40,1385,blue-collar,married,primary,no,-335,yes,no,unknown,27,may,260,1,-1,0,unknown,no
42,1386,admin.,married,secondary,no,3165,yes,no,unknown,16,jun,298,4,-1,0,unknown,no
50,1387,services,married,secondary,no,254,yes,no,cellular,15,apr,397,2,337,1,failure,no
25,1388,management,single,tertiary,no,553,yes,no,cellular,17,sep,113,4,479,1,failure,no
51,1389,services,divorced,secondary,no,518,yes,no,telephone,17,nov,76,1,-1,0,unknown,no
50,1390,management,married,tertiary,no,85,no,yes,cellular,1,jun,141,1,-1,0,unknown,no
37,1391,blue-collar,married,unknown,no,603,yes,no,unknown,23,may,773,2,-1,0,unknown,no
21,1392,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other,no
52,1393,blue-collar,married,secondary,no,-98,yes,no,unknown,7,may,423,1,-1,0,unknown,no
55,1394,retired,married,primary,no,4424,no,no,cellular,5,aug,67,4,-1,0,unknown,no
26,1395,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626,1,-1,0,unknown,no
38,1396,technician,married,tertiary,no,3234,no,no,cellular,18,nov,578,2,-1,0,unknown,yes
32,1397,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61,1,-1,0,unknown,no
31,1398,blue-collar,married,secondary,no,631,yes,no,unknown,23,may,248,4,-1,0,unknown,no
34,1399,technician,single,secondary,no,341,no,yes,cellular,29,jan,136,1,262,3,failure,no
33,1400,technician,single,tertiary,no,316,no,no,cellular,21,aug,126,3,-1,0,unknown,no
35,1401,technician,married,secondary,no,2,no,no,telephone,28,jan,653,3,-1,0,unknown,no
44,1402,management,married,unknown,no,415,yes,no,telephone,14,may,7,7,-1,0,unknown,no
48,1403,management,divorced,tertiary,no,507,yes,no,cellular,9,apr,528,1,-1,0,unknown,no
29,1404,blue-collar,married,secondary,no,912,yes,no,cellular,13,may,785,1,-1,0,unknown,no
50,1405,management,married,tertiary,no,0,no,no,cellular,9,jul,243,5,-1,0,unknown,no
37,1406,blue-collar,married,primary,no,37,yes,no,cellular,13,may,24,2,362,1,other,no
44,1407,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown,no
36,1408,unemployed,single,tertiary,no,9019,yes,no,unknown,11,jun,952,3,-1,0,unknown,no
49,1409,blue-collar,divorced,unknown,no,39,yes,no,cellular,13,may,27,5,-1,0,unknown,no
31,1410,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
49,1411,technician,divorced,secondary,no,265,yes,no,unknown,12,may,274,6,-1,0,unknown,no
35,1412,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
57,1413,admin.,divorced,unknown,no,4012,no,no,cellular,20,nov,915,1,-1,0,unknown,no
42,1414,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115,1,-1,0,unknown,no
36,1415,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,may,222,2,-1,0,unknown,no
75,1416,retired,divorced,primary,no,852,no,no,cellular,15,mar,341,1,-1,0,unknown,no
38,1417,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112,2,-1,0,unknown,no
40,1418,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
38,1419,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
34,1420,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129,1,-1,0,unknown,no
29,1421,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown,no
28,1422,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,79,1,225,2,success,no
79,1423,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown,no
51,1424,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,no
32,1425,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,other,no
36,1426,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
38,1427,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57,11,366,1,other,no
49,1428,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,no
42,1429,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown,no
43,1430,blue-collar,married,primary,no,7343,yes,no,unknown,2,jun,217,4,-1,0,unknown,no
34,1431,blue-collar,married,secondary,no,-563,yes,no,unknown,26,may,252,1,-1,0,unknown,no
59,1432,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,yes
35,1433,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,no
33,1434,blue-collar,single,secondary,no,13494,yes,no,unknown,20,jun,27,25,-1,0,unknown,no
34,1435,admin.,single,secondary,no,846,yes,no,cellular,17,apr,758,2,-1,0,unknown,no
64,1436,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes
34,1437,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
77,1438,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
57,1439,retired,married,primary,no,2927,no,yes,telephone,30,jul,78,5,-1,0,unknown,no
30,1440,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no
56,1441,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes
49,1442,unknown,married,unknown,no,301,no,no,cellular,14,aug,789,2,-1,0,unknown,no
73,1443,retired,married,primary,no,1388,no,no,cellular,20,jul,146,3,190,3,success,no
39,1444,technician,single,secondary,no,102,yes,no,cellular,14,aug,272,2,-1,0,unknown,no
57,1445,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,no
32,1446,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no
32,1447,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes
45,1448,admin.,married,secondary,no,638,yes,no,cellular,20,aug,75,9,-1,0,unknown,no
32,1449,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,no
31,1450,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
49,1451,self-employed,married,secondary,no,1103,no,no,cellular,12,aug,428,2,-1,0,unknown,no
29,1452,services,married,secondary,no,3748,no,no,cellular,28,may,322,3,-1,0,unknown,no
55,1453,technician,married,secondary,no,955,yes,no,cellular,29,jan,104,1,-1,0,unknown,no
30,1454,admin.,married,secondary,no,518,yes,no,cellular,8,may,127,1,-1,0,unknown,no
45,1455,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
39,1456,technician,married,tertiary,no,14,no,no,cellular,28,jan,114,2,-1,0,unknown,no
36,1457,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,no
33,1458,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,no
36,1459,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes
31,1460,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
36,1461,technician,married,unknown,no,756,no,no,cellular,11,jul,396,3,-1,0,unknown,no
38,1462,technician,single,tertiary,no,0,yes,no,cellular,1,jun,71,1,-1,0,unknown,no
33,1463,unknown,married,secondary,no,2727,no,no,cellular,6,aug,205,3,-1,0,unknown,no
40,1464,technician,married,secondary,no,93,yes,no,unknown,13,may,134,2,-1,0,unknown,no
31,1465,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown,yes
39,1466,services,married,secondary,no,124,yes,no,cellular,31,jul,81,5,-1,0,unknown,no
33,1467,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no
53,1468,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,yes
38,1469,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure,no
59,1470,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes
55,1471,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291,1,-1,0,unknown,no
38,1472,technician,single,tertiary,no,744,yes,no,cellular,14,may,283,1,288,12,other,no
48,1473,services,married,secondary,no,116,yes,no,telephone,20,apr,70,4,-1,0,unknown,no
53,1474,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
44,1475,admin.,divorced,secondary,no,432,no,no,cellular,9,feb,132,3,-1,0,unknown,no
57,1476,management,married,tertiary,no,1172,no,no,unknown,18,jun,26,1,-1,0,unknown,no
29,1477,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no
31,1478,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,-1,0,unknown,no
35,1479,technician,single,tertiary,no,7546,yes,no,cellular,28,dec,137,1,122,3,failure,no
31,1480,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,unknown,no
35,1481,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,no
40,1482,management,single,secondary,no,192,yes,no,unknown,16,may,71,11,-1,0,unknown,no
39,1483,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502,1,7,2,failure,no
43,1484,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no
44,1485,entrepreneur,married,primary,no,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no
29,1486,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
40,1487,technician,married,secondary,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,no
33,1488,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
46,1489,management,married,tertiary,no,1008,no,no,cellular,29,aug,24,13,-1,0,unknown,no
27,1490,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no
26,1491,admin.,single,secondary,no,443,no,no,cellular,30,jul,84,3,-1,0,unknown,no
41,1492,technician,married,secondary,no,351,yes,no,cellular,9,jul,175,1,-1,0,unknown,no
34,1493,technician,married,tertiary,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no
39,1494,technician,single,tertiary,no,-41,no,yes,cellular,25,aug,40,15,-1,0,unknown,no
27,1495,services,single,secondary,no,-124,no,no,cellular,18,jul,217,1,-1,0,unknown,no
31,1496,blue-collar,married,secondary,no,79,yes,yes,cellular,23,jul,235,11,-1,0,unknown,no
44,1497,unemployed,single,secondary,no,3945,no,no,cellular,28,jan,255,1,-1,0,unknown,no
55,1498,retired,married,tertiary,no,197,no,yes,cellular,8,jul,256,1,-1,0,unknown,no
51,1499,blue-collar,divorced,primary,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no
50,1500,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no
30,1501,services,married,secondary,no,1743,yes,no,cellular,5,feb,192,4,-1,0,unknown,no
46,1502,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes
49,1503,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,no
56,1504,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,unknown,no
47,1505,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes
30,1506,admin.,married,secondary,no,124,no,no,telephone,16,jun,161,2,-1,0,unknown,no
36,1507,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no
40,1508,management,married,tertiary,no,-7,no,yes,telephone,25,jul,697,1,-1,0,unknown,no
37,1509,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,no
42,1510,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes
45,1511,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no
34,1512,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63,2,-1,0,unknown,no
27,1513,admin.,single,secondary,no,3638,no,no,cellular,11,jul,271,5,-1,0,unknown,no
30,1514,blue-collar,married,secondary,no,-99,yes,no,cellular,15,may,144,5,-1,0,unknown,no
32,1515,technician,married,secondary,no,167,yes,yes,cellular,8,aug,79,3,-1,0,unknown,no
46,1516,housemaid,married,primary,no,19,yes,no,telephone,21,jul,171,1,-1,0,unknown,no
29,1517,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no
53,1518,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no
32,1519,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
49,1520,unemployed,married,secondary,no,769,yes,no,unknown,14,may,257,1,-1,0,unknown,no
35,1521,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,no
38,1522,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,no
39,1523,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown,no
34,1524,technician,single,secondary,no,2178,yes,no,cellular,26,may,41,1,-1,0,unknown,no
42,1525,blue-collar,married,primary,no,792,yes,yes,cellular,19,nov,611,2,175,12,other,no
35,1526,blue-collar,single,unknown,no,871,yes,no,unknown,6,jun,216,3,-1,0,unknown,no
60,1527,admin.,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no
57,1528,technician,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no
31,1529,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown,no
29,1530,management,single,secondary,no,417,no,no,cellular,7,oct,90,1,-1,0,unknown,no
41,1531,services,married,secondary,no,3992,yes,no,telephone,20,nov,281,2,-1,0,unknown,no
46,1532,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,1,-1,0,unknown,no
33,1533,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes
32,1534,blue-collar,single,secondary,no,1721,yes,no,unknown,21,may,650,2,-1,0,unknown,no
54,1535,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes
37,1536,services,married,secondary,no,4760,yes,no,cellular,8,may,182,2,169,2,failure,no
